title,content,date_iso,authors,feed_source,link
Manor Lords update adds new maps and game modes,"Slavic Magic has released a major new update for Manor Lords, its medieval strategy game, with the update adding a new option to choose starting locations, new maps, new buildings and jobs associated with them, ladder climbing for units, and a whole host of changes for resources. Additionally, policies have been removed temporarily from Manor Lords as they require additional development time. You can check out the full list of changes below. Manor Lords Update 5 Version 0.8.029–0.8.050 patch notes Major Changes Starting Location Selection : Ability to select the starting location in the game setup screen for the player and adversaries. New Maps : Devil’s Hill, Jagged Cliffs, Divided and Lake Lemm. New Game Modes : Duel (1 vs 1 with AI) and Fractured Realm (4 Lord free-for-all). New Buildings, Jobs & Resources : Quarry, Stonemason, Lime Kiln, and their connected resources: Rough Stone, Dressed Stone, Mortar. Wall Positioning : A new system for positioning units on walls. Ladder Climbing : Units now climb ladders to access higher floors. Hover Fortifications : The player can now hover the castle fortifications and see the soldiers inside. Gate Control : Added the ability to open and close each castle gate individually. Castle Upgrade System: Module Upgrades : Every castle module, including walls and gates, can now be upgraded to lv2. Placement Logic : Module placement is no longer restricted by distance to the nearest major module. The planner now displays the total Bailey Area. The Bailey area allowed for construction is limited by your lord’s or lady’s Rank (still WIP). Wall Platforms : You can now attach platforms to the castle walls. The level of platforms is capped by the wall type. Affinity System: Environment Types : Each Region is divided by area into multiple Environment Types: (Meadow, Woodland, Farmland, Urban, Rural). Building Affinities : Different buildings can have Affinities with different Environment Types, for instance, the Animal Pen has a “Pannage” Affinity which decreases the time to yield for Pig Pens relative to the Woodland area. Maintenance System: Workplace Maintenance : A lot of workplaces now must be maintained by delivering resources to function properly. Failure Risks : Failure to maintain a building can result in various risks, such as collapse for mines, injury and even a minor death chance. Rate Tuning : You can tune a workplace’s level of maintenance, affecting Labor Speed. Yield System: Yield Definition : Yield is a measure of how much your workplace produces. Various buildings use different timespans and benchmark values depending on their nature. Yield Influencers : Yield can be affected by Labor Speed, Efficiency, and Productivity. Labor Speed : Labor Speed measures how fast your workers perform workplace related tasks. Efficiency : Efficiency measures how much output you get per input when crafting, per plant when farming or per passive income cycle, depending on the production type. High Efficiency means your Gardens will produce more Vegetables and your Crafting tasks may produce extra items. Productivity : Productivity is a measure of your logistics: transport and labor times vs idle times, sickness, extension work and militia assignments. Approval Rework: Memory Weight Shift : Approval memory weight was shifted to dramatically favor current events versus past events. Approval Tiers : There are now 7 approval Tiers. Landing in a specific Approval Tier will give various penalties and bonuses to growth, influence, income among others. Food Resource Rework: Food Categories :All foods now fit within food categories; Foraged Goods, Meats, Fishes, Vegetables, Grains and Animal Produce. Burgage Plot Requirement overhaul : Burgage Plots now require a variety of foods from different categories, encouraging more diverse variety as they upgrade. Expanded Vegetables : Vegetables resource was split into Cabbages, Carrots and Beetroots. Expanded Orchards : In addition to Apples, Pears and Quinces were added as new Orchard options. Expanded Meats : Meat was divided into: Mutton, Chevon, Pork, Beef, Chicken, Small Game, and is produced by their respective animals accordingly. Expanded Fish : Fish was divided into Carp (from ponds) and Eel (from rivers). New Food: Milk is passively produced by Goats for the Animal Produce category. Wild Animals : Deer were replaced by Small Game since it’s more plausible in historical terms. Small Game also yields Pelts, which is an early trade commodity. Foraged Goods : Alongside Berries, Mushrooms have been reintroduced as a Foraged Good. Honey : Honey is no longer consumed. It is intended for use in a future update, but for now can be sold, while the Apiary Extension boosts the yield of Farms and Orchards through the Pollination Affinity. Regional Development System Rework: Development Perks : To a lot of players, the development tree was a weak point of the game and described as immersion breaking. Therefore, a new, more grounded system of Develop",2025-12-19T14:34:25+00:00,Aran Suddi,TheSixthAxis,https://www.thesixthaxis.com/2025/12/19/manor-lords-update-adds-new-maps-and-game-modes/
Mintrocket reveals new details for Dave The Diver’s Into The Jungle DLC,"Mintrocket has released a new developer diary to mark the end of the 2025, with game director Jaeho Hwang giving details on what has been happening at the studio and what to expect going forward. We get a look at Mintrocket’s new office, but the main area of concentration is Dave The Diver’s Into The Jungle DLC which is due out in early 2026. Dave The Diver Into The Jungle is expected to have around 10 hours of new content for players to experience in the jungle village of Utara. Here Dave can spend his day helping villagers with their requests, or gathering fruit and minerals. If that doesn’t take Dave’s fancy there’s a new restaurant to visit that is run by Bancho. Here Dave can help serve multiple customers, with these customers being people Dave has built relationships with. The restaurant is not called Bancho Sushi, as the fish in the freshwater lake cannot be served like that, so instead the restaurant is Bancho Grill. When Dave The Diver goes diving in the jungle lake he will have to watch out for threats like crocodile, catfish, electric eels, and piranhas. However, Dave is not an easy snack for these predators as he comes armed with the new Jungle Gun, which has multiple forms including shotgun, netgun, sniper rifle, and a regular gun depending on the danger. On land, Dave can wander the jungle with friends and experience different jungle themed minigames including what seems to be a guitar hero style rhythm game. In addition, there has been confirmation there will be guest characters from other games in the Into The Jungle DLC, but Mintrocket has not said who. Furthermore, Mintrocket has announced it has partnered with XD to bring Dave The Diver to mobile devices. The mobile version is not going to be a straight port of Dave The Diver, with the UI and controls redesigned for the mobile experience. Dave The Diver Mobile will be released in China first with a global release to follow soon afterwards. Source: MintRocket",2025-12-19T14:12:30+00:00,Aran Suddi,TheSixthAxis,https://www.thesixthaxis.com/2025/12/19/mintrocket-reveals-new-details-for-dave-the-divers-into-the-jungle-dlc/
"Cleared Hot Chapter 1a is out now, adding the RAH-66 Comanche","Not Knowing Software has released Chapter 1a for Cleared Hot, its take on the classics like Desert Strike and Jungle Strike. The major addition as part of the Chapter 1a release is a brand new helicopter, the RAH-66 Comanche, which is an agile craft but is susceptible to taking damage rather quickly. That is not the only addition, with a new test flight area, and more fixes. Plus Cleared Hot is now confirmed as Steam Deck Verified. Cleared Hot Chapter 1a update Survival Mode This area has a handful of small mini-game modes that we are exploring. In survival mode you defend a building from waves of enemies, with health and ammo dropped in between waves. You get a cash reward for reaching the half way point and for completing the stage. Defense Simulation This just sends waves of enemies straight at a target. The enemies don’t progress and there is no ending. Standoff Range Spawns both friendly and enemy NPCs and sends them into a battle. Other Areas There are a lot of other areas for you to play with. Demolition Playground Physics Playground Standoff Range Shooting Range Vehicle Range Turret Range Radar Turret Range New Options Screen Shake – You can now adjust how much screen shake is applied (in game options) No Blood / Gore / BBQ Meat – You can now disable blood and gore. The NPCs will no longer explode into various cuts of meat after being killed by rotors or certain weapons. Active Debris Limit – Added a slider for the maximum number of physics debris pieces that can be active at a time. Lowering this will help performance in certain CPU bound situations, or really destruction heavy levels. UI FPS Limit – We’ve added an option to limit your FPS while in the game UI, to prevent melting any graphics cards unnecesarily :) Cloud Save -We also added cloud save. So you can keep synced between your various devices. Keep in mind that with the current implementation, the game syncs on quit. So if you want to swap devices, quit out of your current session before switching. Steam Deck Verified – Cleared Hot is now Steam Deck verified, woohoo! This update came through last week but we didn’t announce it publicly. Various Fixes Improved: Boss music logic so it fits better with the different phases Improved: Sfx on collision performance for props Imprived: Collision damage performance for destructible props Fixed: camera starting sometimes in strange positions Fixed: bug where you could change to different UIs in the homebase when selecting helo ending up with a broken ui Fixed: updated a few props to use the proper collider Fixed: Configured the rope pickup in some props so they work better when they spawn rotated Fixed: Mouse was hidden when using “Quit to menu” option while in a mission Fixed: Warehouse destruction model fixed so the broken parts don’t kill units inside Fixed: Hind passenger stat now match the actual number of passengers supported ingame Source: Steam",2025-12-19T13:39:54+00:00,Aran Suddi,TheSixthAxis,https://www.thesixthaxis.com/2025/12/19/cleared-hot-chapter-1a-is-out-now-adding-the-rah-66-comanche/
It’s Hello to Jason Isaacs as he joins the Tomb Raider series,"Amazon MGM’s live-action Tomb Raider show has signed up another Hollywood star with Jason Isaacs joining the cast in an undisclosed role. Given that he is English he could be playing Lara’s father or more likely, the bad guy. Isaacs was recently seen – quite explicitly – in The White Lotus where he played Timothy Ratliff. He has also voiced one of the villains in Baldur’s Gate 3 He will be joining Sigourney Weaver who has confirmed herself that she will also be in the show. Phoebe Waller-Bridge will be writing and executive producing the series. Lara herself will be played by Sophie Turner. Turner, whose breakout role came as Sansa Stark in the Game of Thrones series, before she played Jean Grey in X-Men: Apocalypse and Dark Phoenix, will be the third actor to play Lara Croft. She follows in the footsteps of Angelina Jolie, who starred in two films in the early 2000s, and Alicia Vikander, who had one shot at the role in 2018. Turner said she was “thrilled beyond measure” and that “[Lara Croft is] such an iconic character, who means so much to so many – and I am giving everything I’ve got.” Source: Deadline",2025-12-19T12:51:30+00:00,Tuffcub,TheSixthAxis,https://www.thesixthaxis.com/2025/12/19/its-hello-to-jason-isaacs-as-he-joins-the-tomb-raider-series/
"What We Played – Aaero2, Silent Hill f & Demeo X D&D","Oh, the weather outside is frightful, but your backlog is so delightful, that you will certainly have something to play over the holiday period. Are you waiting for something new under the Christmas tree? Or will you hunker down and play your favourite titles as that’s just a little more cosy. I’ll be continuing my own cosy return to Monster Hunter World, which has come back into regular rotation thanks to the fact that the end game is still more satisfying and in depth that Monster Hunter Wilds. That said, there’s a new update there, so I’ll check that out over the weekend too. Besides that, I’ve really enjoyed Neon Inferno , Rogue Trader, Aaero2: Black Razor Edition and Demeo X Dungeons & Dragons: Battlemarked with Tef which has kept things pretty varied. Jason was the first to pop in, and he’s been playing Shape of Dreams, calling it, “A really fun roguelike with MOBA-style abilities you can customise with gems and a really nice aesthetic.” That’s not all though, as he continued, “I’ve also downloaded a bunch of games to my Steam Deck, and am hoping to get through some Shadow of Wardor too in the brief window of time off I have.” Tuffcub has returned to his regular stomping ground by playing Destiny 2 just a little bit, but he’s mostly playing the annual favourite “How do I keep both my mother and the mother-in-law happy over Christmas.” He’s also been playing a game of ‘getting the stupidest gifts possible.’ He explains, “My cat is giving my boyfriend a year’s supply of antihistamines as he’s allergic to cats.” Sounds pretty thoughtful for a cat. Having finished Dispatch this week, Gamoc said, “It’s great, but too short and too episodic! Playing through it is like playing MGS5, with all the repeating credits and stuff.” He’s also tried a litany of things: CloverPit (Balatro for slot machines), News Tower, Megabonk, This Ain’t Even Poker, Ya Joker (an idle clicker with cards and poker hands), Destropolis, and Mycopunk, with the latter he said, “It seems really good but my PC barely runs it.” He also played ‘starting Stranger Things from the beginning since it’s now finally finishing’. His review? “Pretty good.” Aran has been playing Star Wars Outlaws. He says, “I’ve only had it since last Christmas… I’m enjoying it just exploring the planets, flying around space, and completing contracts as I go.” Next up was Ade , and told us, “Along with playing the roguelike Wizards of Legend 2 with Laura (surely we must be getting close to defeating the first boss?!) I’ve also been on with the online coop shenanigans of Warhammer 40k Darktide (such a fun game!) And Metroid Prime 4.” He continues, “With Metroid Prime, I really can’t decide if I like it yet! Exploration is as brilliant as any other game in the series but there’s also a lot of fairly weak combat to slog through. Also, I can’t get over why this advanced species of psychic aliens are obsessed with motorbikes, so much so that the suit they’ve given to Sames makes her look like she’s competing in the Isle of Man TT. It’s a bit weird.” Steve has been getting back to clearing some of his physical media as he spent time in bed recovering from his bout of flu. What did he get up to? “I set up my 360 on an old monitor with headphone output and ploughed through the boring God of War clone Hellboy and the Science of Evil (only to discover that the real ending of the game is locked behind DLC that is no longer available…). I then started Quantum Theory which is the most 2010 game ever. Lots of Gears of War corridors and waist-high cover. In less physical gaming I played through some demos that were lurking from the last Next Fest to clear some hard drive space. And finally, I sat and played Sword of the Sea through which was a wonderfully chill and meditative time with awesome visuals and music.” Laura received a lovely treat from Ade: unadulterated horror! He thoughtfully bought Silent Hill f for her birthday this week. She said, “It’s been great fun going straight from Silent Hill 2 into playing the new one. I’m loving the traditional Silent Hill vibes but set in 1960s Japan. Everything I loved from 2, with spot-on tweaks to the gameplay elements. A birthday treat indeed!” Jim has been dipping in and out of a few games this week. I started by finishing up Ghost of Yotei which doesn’t have the most exciting ending, but I’m looking forward to exploring the open world and cross off some more bounties. I’ve now started playing Mafia: The Old Country which does an excellent job of slowly easing you into its early 1900s Sicilian setting – it’s been a couple of hours and I still haven’t fired a gun! Speaking of guns, I pulled the trigger and dove into Arc Raiders. For a PvP extraction shooter, the other players I’ve come across have all been surprisingly friendly, leading to cool impromptu encounters, helping each other take down Arcs and haul our loot to the exit zones. Miguel kept things short and sweet by playing a bunch of Fear & Hunger: Termina, and a pinch of Fort",2025-12-19T12:07:05+00:00,Dominic L,TheSixthAxis,https://www.thesixthaxis.com/2025/12/19/what-we-played-aaero2-silent-hill-f-demeo-x-dd/
Game of the Year 2025 – Best Puzzle Game,"As Dr. Kawashima’s low polycount face reminded us all in the early 2000s, working out the brain is important to keep it sharp, and there’s one genre that works out your brain more than others. At least you would hope so, and that is the puzzle genre. The puzzle genre is wide in scope, with experiences that range from simply putting pieces together to other experiences where you need a notebook to write down everything so you can refer back them as things get more complicated. Our winner is definitely on the complex side of the puzzle genre. Blue Prince is a massive achievement in the puzzle genre, providing an experience that just has so many layers to it. What seems to be a simple premise of finding a way to a secret room in a mansion, eventually spirals into a major multiroom and multirun experience where anything in the environment could be a clue for something else. Blue Prince is a game that has spawned whole communities working together to figure out the different conundrums that pop up, from uncovering switches to open new areas, to working out what certain objects across different rooms actually mean and deciphering their importance. Blue Prince is the ultimate puzzle game of 2025, and it will be one that confounds new players for years to come. Lumines Arise – Runner Up Enhance and Tetsuya Mizuguchi have seemingly made it their mission to make games about making blocks disappear in a sense overloading explosive celebration. The team smashed it out of the park with Tetris Effect in 2018 and has now shifted focus back to Mizuguchi’s own Lumines to revolutionise it for a new generation. Lumines Arise takes the puzzle element of building up your score by repeatedly forming blocks of matching colour, and presents it in such a way that you become utterly engrossed in the action. Lumines Arise is a stunning audio and visual package which doesn’t just provide an environment in which to solve the puzzles, but pulls you to be enveloped by music and art which are as essential to each puzzle as the blocks themselves. Lumines Arise is proof that puzzle games can be some of the most breath-taking games imaginable. Is This Seat Taken? – Runner Up One of the biggest social challenges we face pretty early on in life is finding a place to sit, be it at school or family gatherings. Choosing a seat is more than just finding a comfortable place to plonk yourself, it determines who you could be interacting with for the duration of being seated. And what if you sit somewhere when the person already sitting there wants to be left alone? Is This Seat Taken? takes that situation and makes a game of putting people in the correct seats while they go on a journey. Is This Seat Taken? is a nice and simple premise that creates ever increasing challenges as you figure out where people should be seated, while keeping everyone happy. If you have ever done a seating plan for a party or wedding, you know how difficult that is. The game gives you different issues to deal with. Someone might be very chatty and want to sit with someone who will indulge them in conversation, while someone else might be a bit smelly so hardly anyone wants to sit by them, and some people will want to be left alone. While not the most difficult of puzzle games Is This Seat Taken is certainly unique, taking a relatively normal part of human life and turning it into an engaging experience. Honourable Mentions (in alphabetical order) The Drifter Umami Squeakross: Home Squeak Home That’s it for today’s first GOTY award, so come back a little later for another!",2025-12-19T11:00:54+00:00,Aran Suddi,TheSixthAxis,https://www.thesixthaxis.com/2025/12/19/game-of-the-year-2025-best-puzzle-game/
Marvel Cosmic Invasion gets another round of bug fixes in latest update,"Tribute Games has announced a new update for Marvel Cosmic Invasion, with this patch addressing some more gameplay bugs. Some of the bugs that have now been squashed include Special Attack Assemble achievement not unlocking in online mode, various freeze and crash issues across PC and consoles, and subtitles for Spider-Man’s dialogue for a specific battle have also been added. You can see the full list of fixes below. Marvel Cosmic Invasion update December 18th patch notes Bug Fixes We’ve fixed an issue which would prevent the “Special Attack Assemble” achievement from triggering in online modes We’ve given Wolverine and She-Hulk a pep talk – fixing their grab attack and stopping them from freezing mid action. We’ve fixed Annihilus moving out of view if his armor is broken by She-Hulk’s Spinning throw We’ve also stopped Annihilus from become intangible if his armor is broken by Wolverine’s grab and slash attack We’ve fixed missing subtitles for Spider-Man’s first post-Annihilus battle dialogue We’ve fixed a blocker that meant the last player couldn’t pick an already-selected Super Hero in Arcade Mode (even if the Doppleganger modifier was turned on) We’ve fixed an issue where move lists were displaying incorrectly in multiplayer, if Player One was using a keyboard We’ve also had a chat with Hela to ensure she doesn’t get bored and go idle if host players leave a multiplayer game during the fight We’ve also fixed achievement-related freezes on Windows and Xbox, as well as various crash issues on PlayStation 4, PlayStation 5, Nintendo Switch and Nintendo Switch 2 Smaller Fixes We’ve fixed an issue that was making it impossible to change Super Hero’s colour profile after hitting Continue for Arcade mode We’ve fixed the life bar showing incorrect costumes when changing characters We’ve made sure that feedback is shown correctly when Super Heroes run out of ammo We’ve also fixed an issue where over-time damage numbers from Phyla-Vell’s cosmic damage was not displaying correctly in multiplayer We’ve fixed character select inconsistencies which could cause Super Hero icons to be incorrectly greyed out Source: Steam",2025-12-18T16:42:50+00:00,Aran Suddi,TheSixthAxis,https://www.thesixthaxis.com/2025/12/18/marvel-cosmic-invasion-gets-another-round-of-bug-fixes-in-latest-update/
Neon Inferno Review – The new run ‘n’ gun king,"If you’ve been gaming for as long as I have, there’s now a period of your gaming life that falls into the ‘classical’ era. The 8-bit and 16-bit consoles forged gaming as we know it today, with 2D sprites and burgeoning 3D techniques transporting us to worlds we’d previously only imagined. Zenovia Interactive want you to remember those days, with their latest title, Neon Inferno, set to revitalise the 2D run ‘n’ gun genre, while leaning on modern technology to make this one of the best-looking side scrollers of recent years. Angelo Morano and Mariana Vitti are assassins waging a war for The Family. This conflict has you facing off against the Yakuza and the corrupt NYPD, working your way through the enforcers and low-level cops, on your way to the people at the top. As a run ‘n’ gun game, the overarching gameplay is instantly recognisable: run from left to right, shooting in eight directions, while ducking and jumping out of the way of the blizzard of incoming bullets. Neon Inferno has a keen eye for where to update the classic tropes, though, adding in a slick parry ability that sends bullets hurtling back to where they’ve come from, as well as an all-new feature that lets you fight on two planes. You’ve got one standard button for shooting, while the secondary one shifts your focus to the back of the screen, altering the gameplay to a shooting gallery. You move your reticle around to dispatch all the villainous bad guys, and it becomes a real challenge shifting focus back and forth between the two. It’s a clever idea, not only breathing new life into the genre, but taking familiar concepts and merging them into something new. Well, new-ish. Layered on top of that is bullet time. Using your ability to parry bullets, you can then hold the button down and enter a slow-motion state where you can utterly redirect those bullets in any direction you want. These redirected bullets also deal more damage, so it becomes a crucial technique in your arsenal, slowing the action, and sending bullets careening around towards different enemies. Where Terminator 2D: No Fate aims to be a ‘lost’ licensed game from the era, Neon Inferno takes the classic run ‘n’ gun form and gives it a modern refresh, throwing a variety of gameplay mechanics in, and somehow, making them work as a cohesive whole. The different stage ideas are effortlessly cool, with early highlights including a motorcycle chase, and a club battle where civilians are getting in the way, leading to a showdown on a smoke-filled dancefloor. These consistent, exciting shifts give Neon Inferno a cinematic, action-packed feel. It’s all just so damn stylish. The animation and art direction are absolutely brilliant, with Cyberpunk vibes and neon-infused 2D styling that riff on elements of Streets of Rage , all the way through to Cyberpunk 2077 . It perfectly ties in with the engaging, if straightforward, storytelling, digging deeper into the criminal underworld you’re part of. I love the way it’s undoubtedly fooling you into thinking this is how games used to be, but while I can categorically say that they weren’t, there are perfect nods and callbacks to games of yesteryear. Add in the energetic soundtrack from Gonzalo Varela and Qwesta, which blends old-school Blade Runner synth tones and sax with aggressive guitar riffs and the occasional high-quality vocal, and you’ve got one of the most surprising games of the year. It is fair to say that Neon Inferno isn’t messing around. The standard difficulty selection is on Hard by default, and this gives you fewer checkpoints and lets you take fewer hits, making sure you don’t misunderstand how tough games like this used to be. There are two easier-going options, for those who want to experience the game without the risk of snapping your controller in half. The middle option gives you a decent challenge, without feeling unfair.",2025-12-18T16:20:08+00:00,Dominic L,TheSixthAxis,https://www.thesixthaxis.com/2025/12/18/neon-inferno-review-the-new-run-n-gun-king/
"Samson’s main story will last around 10 hours, console versions confirmed","A couple of weeks ago Samson was revealed by Christofer Sundberg’s Liquid Swords studio, showing a gritty open world game set in the city of Tyndalston. The main story sees Samson in a mountain of debt so he needs to take on all sorts of jobs to try and clear it, or suffer the consequences. Now, a new FAQ about Samson has gone live, with the key points being the story is about 10 hours but exploring everything can take around 25 hours, and the game will be coming to consoles but after the PC launch. The Samson FAQ has also confirmed that the game is expected in early 2026 and will be priced at $24.99. There is no multiplayer and no microtransactions, with Samson being a single player title. There will be localisation, with different languages steadily being rolled out, but this will only apply to text as voice acting will not be localised. For the gameplay, players will be able to unlock new perks but won’t have a standard weapon loadout. Instead items in the environment can be picked and used for fights, while vehicle combat will also be heavy and a core part of the game. There has been some influence from Just Cause, the series Christofer Sundberg is credited with creating, but not in the chaotic and silly sense. It will be much more grounded with outcomes that could be unpredictable. You can drive any car in the game, but you won’t be able to drag civilians out of their vehicles. Instead stealing cars that are parked seems to be the way to get a new ride, though this will draw attention. Each vehicle will have its own handling style, which then leans into each one being useful for different playstyles. According to the FAQ the city will respond to Samson’s actions too. It says, “Law enforcement escalates based on your actions. Civilians react to what you do and how you behave. For example you need to watch out if you steal a parked car, if the police are nearby, they will spot and pursue you. They’ll escalate their efforts as you try to shake them off, making for an intense experience, testing all of your skills and knowledge about the city to escape. The city responds. It does not just sit there.” It goes on to say this about police chases. “Law enforcement is something to respect. Chases escalate, pressure builds, and mistakes matter. The goal is tension, not spectacle for its own sake.” The PC minimum specs have also been confimed for Samson and they are: OS: Windows 11 Processor: 6 cores Memory: 16 GB RAM Graphics: NVIDIA RTX 20-series or AMD 60-series card Storage: 15 GB free space Source: Steam",2025-12-18T16:12:36+00:00,Aran Suddi,TheSixthAxis,https://www.thesixthaxis.com/2025/12/18/samsons-main-story-will-last-around-10-hours-console-versions-confirmed/
Helldivers Movie Lands Fast & Furious Director Justin Lin,"Helldivers is preparing to launch a dropship to a theater near you via an upcoming film adaptation, and it just landed a big-time director. Justin Lin, best known for directing several installments in the Fast &amp; Furious franchise, will helm the project. Per The Hollywood Reporter , the Helldivers movie comes from Sony Pictures and PlayStation Productions, with Justin Lin’s Perfect Storm Entertainment helping produce. Lin’s credits include directing most of the installments in the Fast & Furious series, starting with The Fast and the Furious: Tokyo Drift (2006) and continuing with Fast & Furious (2009), Fast Five (2011), Fast & Furious 6 (2013), F9 (2021), and Fast X (2023). According to THR ’s sources, Lin is not a gamer and is leveraging this in his pitch to “find the humanity in the characters and weave timely themes into the story, while building out a world and mythology.” The script for Helldivers is penned by Gary Dauberman, the writer behind the It and Annabelle franchises, as well as The Nun . Dauberman also wrote this year’s Until Dawn , so Helldivers will be his second video game adaptation. Helldivers 2 Given that Helldivers is essentially a video game version of the cult classic film Starship Troopers , turning it into a movie does feel like the snake eating its tail. Helldivers centers on soldiers hailing from Super Earth, an uber-patriotic managed democracy, who defend the planet in an intergalactic war against alien bugs, as well as killer robots and other threats. The first game was released for the PlayStation 4 in 2015, and Helldivers 2 arrived on PlayStation 5 in 2024 to widespread acclaim and popularity. The Helldivers movie does not have a specific release date or window. In the meantime, check out our reviews for Helldivers and Helldivers 2 . You can also read about other upcoming video game adaptations, including a new fifth Sonic the Hedgehog film , Call of Duty , and PlayStation’s own Horizon Zero Dawn . [ Source: The Hollywood Reporter ] Source: Game Informer",2025-12-02T15:27:00+00:00,Marcus Stewart,Level Up,https://thisislevelup.net/helldivers-movie-lands-fast-furious-director-justin-lin/?utm_source=rss&utm_medium=rss&utm_campaign=helldivers-movie-lands-fast-furious-director-justin-lin
"Pokémon Legends: Z-A Trailer Reveals Mega Lucario Z, Mewtwo Side Mission Now Available","Pokémon Legends: Z-A might have launched on the Nintendo Switch and Switch 2 back in October, but developer Game Freak is apparently nowhere near done with adding content to the game. Ahead of the upcoming&nbsp; Mega Dimension DLC's launch next week on December 10 , Game Freak has revealed Mega Lucario Z, a new Mega-Evolved form of the fan-favorite Pokémon, alongside word that a new Mewtwo side mission and Mystery Gift are now available in the base game.&nbsp; &nbsp; Before beginning this new side mission, head to Mystery Gift starting today to obtain Mewtwonite X and Mewtwonite Y, which will allow you to evolve a Mewtwo into Mega Mewtwo X and Mega Mewtwo Y. Once you have those stones, a new side mission will appear in Lumiose – head there to begin the mission that eventually leads to an encounter with Mewtwo where you can catch the legendary Pokémon and add it to your party. Here’s a look at the trailer highlighting this new mission: Game Freak also released a new trailer today highlighting Mega Lucario Z, which will be obtainable exclusively in the upcoming Mega Dimension DLC, which goes live on December 10. Mega Lucario is already pretty great – Mega Lucario Z looks even better, and we can’t wait to see how it performs in combat. Check out the Mega Lucario Z trailer below: Pokémon Legends: Z-A is available on Switch 2 and Switch. The Mega Dimension DLC launches next week, on December 10, for $29.99. In the meantime, check out this reveal trailer for Mega Zeraora , and then read Game Informer’s Pokémon Legends: Z-A review . What do you think of Mega Lucario Z’s design? Let us know in the comments below! Source: Game Informer",2025-12-02T14:40:05+00:00,Wesley LeBlanc,Level Up,https://thisislevelup.net/pokemon-legends-z-a-trailer-reveals-mega-lucario-z-mewtwo-side-mission-now-available/?utm_source=rss&utm_medium=rss&utm_campaign=pokemon-legends-z-a-trailer-reveals-mega-lucario-z-mewtwo-side-mission-now-available
Paramount Announces A New 'Sonic Universe' Film For Holiday 2028,"Paramount has announced a new live-action Sonic film slated to release during the 2028 holiday season. The film is being dubbed as a “Sonic universe” movie, suggesting it could be some type of spin-off instead of a direct numbered sequel. Per Deadline , all we know about this yet-to-be-titled fifth Sonic film project is that it will be produced by Mortiz’s Original Film and Sega Sammy Group. The project does not have a director attached, nor an announced cast. The previous three Sonic movies have all been directed by Jeff Fowler and have starred Ben Schwartz as Sonic, Jim Carrey as Dr. Robotnik, James Marsden as Tom Wachowski, with Idris Elba and Colleen O’Shaughnessey as Knuckles and Tails, respectively. Whatever form this movie takes, it will arrive over a year after the already announced Sonic the Hedgehog 4 , scheduled to hit theaters on March 19, 2027. Though it may be a little strange to announce another Sonic movie when we hardly know anything about the next one, it’s not unexpected given the box office successes of the last three films. The Sonic film trilogy has grossed a combined $1.2 billion. Your guess is as good as ours as to what this Sonic universe film will be. Is it merely Sonic 5, or a spin-off starring a different character à la the Paramount+ Knuckles series? Let us know what you think in the comments. [Source: Deadline ] Source: Game Informer",2025-12-01T22:30:00+00:00,Marcus Stewart,Level Up,https://thisislevelup.net/paramount-announces-a-new-sonic-universe-film-for-holiday-2028/?utm_source=rss&utm_medium=rss&utm_campaign=paramount-announces-a-new-sonic-universe-film-for-holiday-2028
Game Director David Grivel Rejoins Splinter Cell Remake After Leaving In Late 2022,"It's been nearly four years since Ubisoft announced its Splinter Cell remake , but the developer doesn't have much to show off quite yet, outside of a few pieces of concept art . Last week, however, we did get a minor production update on the project from someone with firsthand knowledge of the game. David Grivel is returning as Splinter Cell remake's game director, a role he held years ago before leaving to work at EA. “Today, I am very, VERY happy to announce that I’m rejoining Ubisoft Toronto as Game Director on the Splinter Cell Remake!” Grivel’s LinkedIn post announcing the news reads . “A very special team and project to me,” the message concludes, complete with a heart emoji. (Thanks to GamesRadar , which noticed this post before we did. ) According to his LinkedIn profile, Grivel worked at Ubisoft from 2011 to 2022, spending most of his time at the Toronto offices as a senior or lead game designer, with credits on projects like Assassin’s Creed Unity, Far Cry 5, 6, and Primal, and most importantly, Splinter Cell: Blacklist. Starting in 2021, he transitioned to being the game director on the Splinter Cell remake, a position he held until late 2022, when he left to work on Battlefield 6. He briefly returned to Ubisoft in 2024, but left to join a studio, Worlds Untold, that unfortunately shut down right as he was supposed to be starting. Now, Grivel has returned to the team he left three years ago, though it’s unclear what, if anything , this means for the remake, especially since the last update came a month or so after he left, before any real impact would have been clear. At the very least, it’s a sign of life that confirms Ubisoft still intends to follow through with the project. Here’s hoping we’ll see a more concrete update sometime soon. [ Source: GamesRadar ] Source: Game Informer",2025-12-01T21:02:00+00:00,Charles Harte,Level Up,https://thisislevelup.net/game-director-david-grivel-rejoins-splinter-cell-remake-after-leaving-in-late-2022/?utm_source=rss&utm_medium=rss&utm_campaign=game-director-david-grivel-rejoins-splinter-cell-remake-after-leaving-in-late-2022
